,temperature,bleu,bleu_score
0,0.0,7.813423633279619,0.39067118166398096
1,0.1,9.271525019577332,0.4635762509788666
2,0.2,8.582549808437758,0.4291274904218879
3,0.30000000000000004,10.167097415230481,0.5083548707615241
4,0.4,9.928160684978305,0.4964080342489153
5,0.5,9.924765427765863,0.49623827138829313
6,0.6,9.62089260172911,0.48104463008645554
7,0.7,8.4033553713468,0.42016776856734
8,0.7999999999999999,8.57857334592774,0.428928667296387
9,0.8999999999999999,8.081917945226472,0.4040958972613236
10,0.9999999999999999,8.916482846261202,0.4458241423130601
11,1.0999999999999999,9.582604302386166,0.4791302151193083
12,1.2,10.32625486853804,0.516312743426902
13,1.3,9.516995634445767,0.4758497817222883
14,1.4000000000000001,8.359190930554433,0.41795954652772166
15,1.5000000000000002,9.282677543918101,0.46413387719590504
16,1.6000000000000003,7.9190708614742675,0.3959535430737134
17,1.7000000000000004,9.19791258725388,0.459895629362694
18,1.8000000000000005,8.749117419750863,0.4374558709875432
19,1.9000000000000006,8.066240735247886,0.4033120367623943
